c_addr_id,x_coord,y_coord,c_source_reference,c_source_id,c_notes
80,0.0,0.0,,,
81,0.0,0.0,,,
82,0.0,0.0,,,
83,0.0,0.0,,,
84,0.0,0.0,,,
85,0.0,0.0,,,
86,0.0,0.0,,,
87,0.0,0.0,,,
88,0.0,0.0,,,
89,0.0,0.0,,,
90,0.0,0.0,,,
91,0.0,0.0,,,
92,0.0,0.0,,,
93,0.0,0.0,,,
94,0.0,0.0,,,
95,0.0,0.0,,,
96,0.0,0.0,,,
97,0.0,0.0,,,
98,0.0,0.0,,,
99,0.0,0.0,,,
100,0.0,0.0,,,
101,0.0,0.0,,,
102,0.0,0.0,,,
103,0.0,0.0,,,
104,0.0,0.0,,,
105,0.0,0.0,,,
106,0.0,0.0,,,
107,0.0,0.0,,,
108,0.0,0.0,,,
109,0.0,0.0,,,
110,0.0,0.0,,,
111,0.0,0.0,,,
112,0.0,0.0,,,
113,0.0,0.0,,,
114,0.0,0.0,,,
115,0.0,0.0,,,
116,0.0,0.0,,,
117,0.0,0.0,,,
118,0.0,0.0,,,
119,0.0,0.0,,,
120,0.0,0.0,,,
121,0.0,0.0,,,
122,0.0,0.0,,,
123,0.0,0.0,,,
124,0.0,0.0,,,
125,0.0,0.0,,,
126,0.0,0.0,,,
127,0.0,0.0,,,
128,0.0,0.0,,,
129,0.0,0.0,,,
130,0.0,0.0,,,
131,0.0,0.0,,,
132,0.0,0.0,,,
133,0.0,0.0,,,
134,0.0,0.0,,,
135,0.0,0.0,,,
136,0.0,0.0,,,
137,0.0,0.0,,,
138,0.0,0.0,,,
139,0.0,0.0,,,
140,0.0,0.0,,,
141,0.0,0.0,,,
142,0.0,0.0,,,
143,0.0,0.0,,,
144,0.0,0.0,,,
145,0.0,0.0,,,
146,0.0,0.0,,,
147,0.0,0.0,,,
148,0.0,0.0,,,
149,0.0,0.0,,,
150,0.0,0.0,,,
151,0.0,0.0,,,
152,0.0,0.0,,,
153,0.0,0.0,,,
154,0.0,0.0,,,
155,0.0,0.0,,,
156,0.0,0.0,,,
157,0.0,0.0,,,
158,0.0,0.0,,,
159,0.0,0.0,,,
160,0.0,0.0,,,
161,0.0,0.0,,,
162,0.0,0.0,,,
163,0.0,0.0,,,
164,0.0,0.0,,,
165,0.0,0.0,,,
166,0.0,0.0,,,
167,0.0,0.0,,,
168,0.0,0.0,,,
169,0.0,0.0,,,
170,0.0,0.0,,,
171,0.0,0.0,,,
172,0.0,0.0,,,
173,0.0,0.0,,,
174,0.0,0.0,,,
175,0.0,0.0,,,
176,0.0,0.0,,,
177,0.0,0.0,,,
178,0.0,0.0,,,
179,0.0,0.0,,,
180,0.0,0.0,,,
181,0.0,0.0,,,
182,0.0,0.0,,,
183,0.0,0.0,,,
184,0.0,0.0,,,
185,0.0,0.0,,,
186,0.0,0.0,,,
187,0.0,0.0,,,
188,0.0,0.0,,,
189,0.0,0.0,,,
190,0.0,0.0,,,
191,0.0,0.0,,,
192,0.0,0.0,,,
193,0.0,0.0,,,
194,0.0,0.0,,,
195,0.0,0.0,,,
196,0.0,0.0,,,
197,0.0,0.0,,,
198,0.0,0.0,,,
199,0.0,0.0,,,
200,0.0,0.0,,,
201,0.0,0.0,,,
202,0.0,0.0,,,
203,0.0,0.0,,,
204,0.0,0.0,,,
205,0.0,0.0,,,
206,0.0,0.0,,,
207,0.0,0.0,,,
208,0.0,0.0,,,
209,0.0,0.0,,,
210,0.0,0.0,,,
211,0.0,0.0,,,
212,0.0,0.0,,,
213,0.0,0.0,,,
214,0.0,0.0,,,
215,0.0,0.0,,,
216,0.0,0.0,,,
217,0.0,0.0,,,
218,0.0,0.0,,,
219,0.0,0.0,,,
220,0.0,0.0,,,
221,0.0,0.0,,,
222,0.0,0.0,,,
223,0.0,0.0,,,
224,0.0,0.0,,,
225,0.0,0.0,,,
226,0.0,0.0,,,
227,0.0,0.0,,,
228,0.0,0.0,,,
229,0.0,0.0,,,
230,0.0,0.0,,,
231,0.0,0.0,,,
232,0.0,0.0,,,
233,0.0,0.0,,,
234,0.0,0.0,,,
235,0.0,0.0,,,
236,0.0,0.0,,,
237,0.0,0.0,,,
238,0.0,0.0,,,
239,0.0,0.0,,,
240,0.0,0.0,,,
241,0.0,0.0,,,
242,0.0,0.0,,,
243,0.0,0.0,,,
244,0.0,0.0,,,
245,0.0,0.0,,,
246,0.0,0.0,,,
247,0.0,0.0,,,
248,0.0,0.0,,,
249,0.0,0.0,,,
250,0.0,0.0,,,
251,0.0,0.0,,,
252,0.0,0.0,,,
253,0.0,0.0,,,
254,0.0,0.0,,,
255,0.0,0.0,,,
256,0.0,0.0,,,
257,0.0,0.0,,,
258,0.0,0.0,,,
259,0.0,0.0,,,
260,0.0,0.0,,,
261,0.0,0.0,,,
262,0.0,0.0,,,
263,0.0,0.0,,,
264,0.0,0.0,,,
265,0.0,0.0,,,
266,0.0,0.0,,,
267,0.0,0.0,,,
268,0.0,0.0,,,
269,0.0,0.0,,,
270,0.0,0.0,,,
271,0.0,0.0,,,
272,0.0,0.0,,,
273,0.0,0.0,,,
274,0.0,0.0,,,
275,0.0,0.0,,,
276,0.0,0.0,,,
277,0.0,0.0,,,
278,0.0,0.0,,,
279,0.0,0.0,,,
280,0.0,0.0,,,
281,0.0,0.0,,,
282,0.0,0.0,,,
283,0.0,0.0,,,
284,0.0,0.0,,,
285,0.0,0.0,,,
286,0.0,0.0,,,
287,0.0,0.0,,,
288,0.0,0.0,,,
289,0.0,0.0,,,
290,0.0,0.0,,,
291,0.0,0.0,,,
292,0.0,0.0,,,
293,0.0,0.0,,,
294,0.0,0.0,,,
295,0.0,0.0,,,
296,0.0,0.0,,,
297,0.0,0.0,,,
298,0.0,0.0,,,
299,0.0,0.0,,,
300,0.0,0.0,,,
301,0.0,0.0,,,
302,0.0,0.0,,,
303,0.0,0.0,,,
304,0.0,0.0,,,
305,0.0,0.0,,,
306,0.0,0.0,,,
307,0.0,0.0,,,
308,0.0,0.0,,,
309,0.0,0.0,,,
310,0.0,0.0,,,
311,0.0,0.0,,,
312,0.0,0.0,,,
313,0.0,0.0,,,
314,0.0,0.0,,,
315,0.0,0.0,,,
316,0.0,0.0,,,
317,0.0,0.0,,,
318,0.0,0.0,,,
319,0.0,0.0,,,
320,0.0,0.0,,,
321,0.0,0.0,,,
322,0.0,0.0,,,
323,0.0,0.0,,,
324,0.0,0.0,,,
325,0.0,0.0,,,
326,0.0,0.0,,,
327,0.0,0.0,,,
328,0.0,0.0,,,
329,0.0,0.0,,,
330,0.0,0.0,,,
331,0.0,0.0,,,
332,0.0,0.0,,,
333,0.0,0.0,,,
334,0.0,0.0,,,
335,0.0,0.0,,,
336,0.0,0.0,,,
337,0.0,0.0,,,
338,0.0,0.0,,,
339,0.0,0.0,,,
340,0.0,0.0,,,
341,0.0,0.0,,,
342,0.0,0.0,,,
343,0.0,0.0,,,
344,0.0,0.0,,,
345,0.0,0.0,,,
346,0.0,0.0,,,
347,0.0,0.0,,,
348,0.0,0.0,,,
349,0.0,0.0,,,
350,0.0,0.0,,,
351,0.0,0.0,,,
352,0.0,0.0,,,
353,0.0,0.0,,,
354,0.0,0.0,,,
355,0.0,0.0,,,
356,0.0,0.0,,,
357,0.0,0.0,,,
358,0.0,0.0,,,
359,0.0,0.0,,,
361,0.0,0.0,,,
362,0.0,0.0,,,
363,0.0,0.0,,,
364,0.0,0.0,,,
365,0.0,0.0,,,
366,0.0,0.0,,,
367,0.0,0.0,,,
368,0.0,0.0,,,
369,0.0,0.0,,,
370,0.0,0.0,,,
371,0.0,0.0,,,
372,0.0,0.0,,,
373,0.0,0.0,,,
374,0.0,0.0,,,
375,0.0,0.0,,,
376,0.0,0.0,,,
377,0.0,0.0,,,
378,0.0,0.0,,,
379,0.0,0.0,,,
380,0.0,0.0,,,
381,0.0,0.0,,,
382,0.0,0.0,,,
383,0.0,0.0,,,
384,0.0,0.0,,,
385,0.0,0.0,,,
386,0.0,0.0,,,
391,106.08952,35.2723,,,
392,111.99494,36.30663,,,
393,0.0,0.0,,,
394,114.16939,35.89719,,,
395,125.98629,44.17519,,,
396,126.59368,44.86653,,,
397,126.59561,43.85299,,,
398,126.10846,43.76714,,,
399,127.11024,44.26247,,,
400,126.18962,43.02359,,,
401,127.35391,43.64183,,,
402,127.02323,42.99521,,,
403,127.58824,42.24083,,,
404,126.91275,42.42918,,,
405,128.36995,43.59182,,,
406,127.20583,45.58092,,,
407,128.25352,45.01666,,,
408,127.66044,45.7522,,,
409,127.45059,44.71696,,,
410,127.95442,46.2251,,,
411,128.51247,45.42673,,,
412,126.60253,45.69688,,,
413,128.54729,46.92983,,,
414,127.24912,46.26381,,,
415,128.82341,46.21473,,,
416,128.93316,45.83284,,,
417,126.92845,46.69078,,,
418,125.40419,46.50521,,,
419,127.02116,47.38348,,,
420,126.61868,46.80422,,,
421,125.88696,46.77322,,,
422,127.61316,47.01343,,,
423,125.90454,47.17491,,,
424,127.68579,47.52593,,,
425,124.93148,42.1247,,,
426,124.29783,42.48434,,,
427,125.4476,45.12747,,,
428,123.78142,45.32964,,,
429,124.45534,44.87414,,,
430,123.91436,44.93264,,,
431,126.7489,46.10621,,,
432,123.52444,46.65206,,,
433,124.25518,46.48922,,,
434,124.85755,47.12285,,,
435,124.76179,46.38166,,,
436,126.23274,45.4013,,,
437,125.87501,45.93136,,,
438,126.1916,46.31788,,,
439,124.88747,45.66768,,,
440,125.29349,45.8806,,,
441,125.33227,43.73722,,,
442,125.17698,44.40607,,,
443,125.85772,44.44602,,,
444,125.75632,43.5817,,,
445,124.67185,43.6489,,,
446,123.93767,47.40607,,,
447,123.03264,47.17997,,,
448,125.18474,48.43037,,,
449,125.29245,47.65522,,,
450,123.72647,48.03562,,,
451,124.53029,47.65202,,,
452,125.68646,48.18444,,,
453,126.37929,47.97172,,,
454,126.07459,47.5708,,,
455,129.06314,47.75017,,,
456,126.81712,50.15324,,,
457,127.12744,47.95706,,,
458,126.25919,48.70304,,,
459,125.81554,49.84734,,,
460,126.69098,48.70646,,,
461,128.50427,48.79171,,,
462,127.37455,49.30096,,,
463,124.86176,51.86542,,,
464,124.62909,52.70494,,,
465,122.77047,52.87239,,,
466,0.0,0.0,,,
467,0.0,0.0,,,
468,0.0,0.0,,,
469,0.0,0.0,,,
470,127.79445,41.57361,,,
471,129.50039,42.93797,,,
472,129.79149,42.93403,,,
473,130.6277,42.93074,,,
474,129.39226,42.85098,,,
475,128.92764,42.43976,,,
476,130.01669,43.53942,,,
477,128.51785,42.65158,,,
478,0.0,0.0,,,
479,0.0,0.0,,,
480,130.77727,45.19125,,,
481,131.21892,45.23671,,,
482,132.4162,46.31029,,,
483,133.76168,46.99565,,,
484,131.57504,45.87727,,,
485,129.25758,43.95483,,,
486,130.85689,44.08668,,,
487,133.08734,45.96498,,,
488,131.12221,44.39164,,,
489,132.23713,45.43291,,,
490,122.44181,40.24055,,,
491,131.32005,46.5272,,,
492,130.21428,47.65301,,,
493,130.89526,47.74504,,,
494,131.87137,47.43575,,,
495,131.18924,46.79223,,,
496,130.01086,48.75644,,,
497,130.26501,46.62378,,,
498,130.63364,46.24666,,,
499,129.75372,46.21982,,,
500,130.71317,46.85408,,,
501,130.27137,46.89799,,,
502,134.28039,47.86949,,,
503,131.87985,46.71215,,,
504,133.24954,47.81753,,,
505,132.48795,47.1574,,,
506,130.90171,45.92127,,,
507,129.63984,44.5426,,,
508,129.11976,44.8786,,,
509,130.39521,44.44093,,,
510,130.06305,45.29445,,,
511,124.72354,42.72818,,,
512,123.60594,42.43955,,,
513,123.87618,42.228,,,
514,124.01588,42.25619,,,
515,124.00724,42.998,,,
516,124.33927,43.27327,,,
517,125.32427,43.32766,,,
518,124.44011,43.06637,,,
519,123.05926,41.05293,,,
520,123.81148,41.26854,,,
521,123.2224,41.22444,,,
522,123.37352,40.9913,,,
523,122.80465,41.4592,,,
524,122.43346,41.27634,,,
525,124.18936,41.17362,,,
526,123.29161,41.37579,,,
527,122.75131,40.80454,,,
528,122.31902,40.59371,,,
529,123.42652,41.80515,,,
530,122.88789,41.99303,,,
531,123.26787,42.3738,,,
532,123.90415,41.86911,,,
533,124.09804,41.74403,,,
534,124.8733,41.59168,,,
535,122.56409,40.6085,,,
536,123.02257,39.81,,,
537,125.26968,41.21277,,,
538,123.33296,40.27077,,,
539,123.89739,39.97722,,,
540,122.246,39.62768,,,
541,121.77475,39.69542,,,
542,121.71077,39.03803,,,
543,0.0,0.0,,,
544,122.60465,39.26678,,,
545,124.43743,40.18686,,,
546,124.05474,40.56259,,,
547,125.04972,40.70445,,,
548,125.16948,42.87336,,,
549,125.66383,42.7443,,,
550,125.39614,42.89933,,,
551,126.14435,41.5589,,,
552,125.8159,41.70228,,,
553,126.39959,42.5062,,,
554,125.95572,42.18776,,,
555,125.88479,42.54867,,,
556,126.08254,41.1996,,,
557,127.0055,41.82825,,,
558,118.79646,41.02322,,,
559,118.84872,41.55802,,,
560,119.6581,41.82807,,,
561,118.73195,42.35227,,,
562,0.0,0.0,,,
563,120.10483,44.25743,,,
564,119.24297,41.00455,,,
565,119.77063,40.74497,,,
566,120.2026,42.35381,,,
567,119.76296,41.16025,,,
568,121.31385,41.53293,,,
569,121.7286,41.99671,,,
570,121.74191,42.15241,,,
571,121.41746,41.1118,,,
572,121.12081,41.10118,,,
573,120.65586,40.92297,,,
574,120.05297,40.28798,,,
575,119.63292,39.93856,,,
576,121.89697,41.54306,,,
577,122.08231,41.15006,,,
578,122.10133,40.90689,,,
579,121.78788,41.1207,,,
580,122.19826,41.7696,,,
581,122.44461,42.47778,,,
582,123.21156,42.76044,,,
583,120.43731,41.57575,,,
584,120.34638,41.39993,,,
585,120.48511,40.52658,,,
586,120.79876,41.81775,,,
587,118.77421,41.87702,,,
588,117.90121,41.01271,,,
589,0.0,0.0,,,
590,118.02915,41.01161,,,
591,118.68186,40.5208,,,
592,116.65754,41.4436,,,
593,117.56549,41.47247,,,
594,117.53469,42.09471,,,
595,117.28473,40.94929,,,
596,119.27608,44.24335,,,
597,119.12844,43.8253,,,
598,118.16101,43.73901,,,
599,119.9038,45.54969,,,
600,120.55675,44.70476,,,
601,117.44933,43.27404,,,
602,119.36993,42.93176,,,
603,122.4085,43.6467,,,
604,122.37208,44.01347,,,
605,122.6916,43.19096,,,
606,121.16239,43.71702,,,
607,121.81676,42.80707,,,
608,121.03667,42.86929,,,
609,123.71585,43.71125,,,
610,116.24347,43.96828,,,
611,117.63378,45.7221,,,
612,117.9315,44.65096,,,
613,121.94052,47.81851,,,
614,123.09273,48.60006,,,
615,124.43777,48.90934,,,
616,122.14717,46.00466,,,
617,121.26446,46.64964,,,
618,121.08828,45.1032,,,
619,122.44938,46.68371,,,
620,121.48854,45.63626,,,
621,122.72736,45.63618,,,
622,122.50768,45.50947,,,
623,123.94414,44.31472,,,
624,123.45209,45.84806,,,
625,122.80431,44.7224,,,
626,113.19984,40.14574,,,
627,113.62646,39.95959,,,
628,112.38342,39.98816,,,
629,112.68021,38.85946,,,
630,113.09834,41.03596,,,
631,113.3032,40.55397,,,
632,112.40563,40.93941,,,
633,112.52459,40.48531,,,
634,112.40476,41.41915,,,
635,113.10139,41.52943,,,
636,114.46281,40.54629,,,
637,114.2384,40.43558,,,
638,113.78408,40.16596,,,
639,113.12552,39.75919,,,
640,111.7988,40.86919,,,
641,0.0,0.0,,,
642,0.0,0.0,,,
643,0.0,0.0,,,
644,0.0,0.0,,,
645,111.19716,41.07687,,,
646,111.88048,40.3127,,,
647,114.36985,40.12162,,,
648,111.66597,42.27513,,,
649,115.35008,41.86064,,,
650,115.90509,42.50985,,,
651,116.45389,42.20312,,,
652,114.97297,42.5611,,,
653,114.83102,41.24779,,,
654,114.58916,41.7877,,,
655,115.47495,41.57182,,,
656,114.13638,41.12848,,,
657,115.19703,41.01799,,,
658,114.10482,42.33833,,,
659,114.15986,41.94985,,,
660,113.70886,41.7236,,,
661,113.22722,40.95455,,,
662,113.74973,40.94185,,,
663,115.23717,40.05915,,,
664,115.63316,40.32021,,,
665,116.17898,40.52289,,,
666,115.95625,40.93283,,,
667,115.11148,40.48838,,,
668,114.88896,40.75053,,,
669,114.59456,40.83994,,,
670,112.41625,39.26553,,,
671,0.0,0.0,,,
672,0.0,0.0,,,
673,111.67925,39.41545,,,
674,111.74155,38.98575,,,
675,113.28922,39.50096,,,
676,112.75849,39.4836,,,
677,113.68737,39.60031,,,
678,114.62601,39.88151,,,
679,114.16589,39.75216,,,
680,114.22406,39.33913,,,
681,114.71628,39.34172,,,
682,110.71695,40.54885,,,
683,112.78196,39.97412,,,
684,111.29934,40.65889,,,
685,110.17993,41.10609,,,
686,110.35576,41.97746,,,
687,111.72802,39.88542,,,
688,109.77021,39.794,,,
689,112.02676,43.57908,,,
690,114.83303,44.24834,,,
691,113.30574,43.91612,,,
692,112.73093,42.82217,,,
693,116.35878,39.94664,,,
694,115.79676,39.98708,,,
695,115.84486,39.70774,,,
696,116.47809,39.62466,,,
697,116.75873,39.37992,,,
698,0.0,0.0,,,
699,0.0,0.0,,,
700,116.74764,39.80878,,,
701,116.5562,39.287,,,
702,117.68169,39.37892,,,
703,117.43469,39.58212,,,
704,117.05234,39.72806,,,
705,116.18039,40.20385,,,
706,117.06911,39.4237,,,
707,117.00747,39.93987,,,
708,117.46821,39.99356,,,
709,117.89774,40.13036,,,
710,117.73086,40.4502,,,
711,118.07323,39.81155,,,
712,118.15628,39.41167,,,
713,117.73025,39.75576,,,
714,117.15976,40.19804,,,
715,115.24082,39.30285,,,
716,115.46042,38.86465,,,
717,115.41801,39.62053,,,
718,116.00905,39.46593,,,
719,116.29433,39.31593,,,
720,116.00249,39.23178,,,
721,115.74892,39.19808,,,
722,116.74566,40.13951,,,
723,116.59508,40.64108,,,
724,117.10972,40.50081,,,
725,118.96579,39.91134,,,
726,119.0913,40.3372,,,
727,119.41964,39.99629,,,
728,118.69635,40.04835,,,
729,118.35441,40.18334,,,
730,119.06113,39.59085,,,
731,118.31292,39.70397,,,
732,118.54563,39.76838,,,
733,118.52929,39.33634,,,
734,119.00597,39.28359,,,
735,118.41089,39.29335,,,
736,116.19102,39.03098,,,
737,115.92631,39.03345,,,
738,116.45904,38.88433,,,
739,115.06253,38.91264,,,
740,116.94406,39.88864,,,
741,116.59914,39.08965,,,
742,116.56899,38.66244,,,
743,115.49791,38.7261,,,
744,115.24066,38.91786,,,
745,115.89364,38.8721,,,
746,115.82196,38.63149,,,
747,115.5582,39.01358,,,
748,114.33566,34.81834,,,
749,114.43108,34.71676,,,
750,113.92408,35.03443,,,
751,114.47541,34.42542,,,
752,114.83521,34.08768,,,
753,114.01264,34.70192,,,
754,114.76574,34.49348,,,
755,115.15167,34.68837,,,
756,114.17815,34.01306,,,
757,114.16429,34.4022,,,
758,114.42878,34.09839,,,
759,114.19623,35.29633,,,
760,113.85745,34.2473,,,
761,114.75555,35.18609,,,
762,114.51105,35.06645,,,
763,115.02536,34.38092,,,
764,114.98839,34.86999,,,
765,115.2959,34.09504,,,
766,115.69177,34.42788,,,
767,115.57285,34.34321,,,
768,115.30003,34.43134,,,
769,116.18844,34.21455,,,
770,115.94263,34.31111,,,
771,114.67945,35.45364,,,
772,116.1065,34.73907,,,
773,115.95297,34.98281,,,
774,116.60065,35.02765,,,
775,116.40851,34.45005,,,
776,116.57852,32.77174,,,
777,116.76125,32.27439,,,
778,116.92164,32.73816,,,
779,116.21235,33.5671,,,
780,116.53527,33.20223,,,
781,116.13391,33.11526,,,
782,116.51258,31.74446,,,
783,116.42,31.67205,,,
784,115.7832,31.45292,,,
785,116.20899,31.2753,,,
786,111.2499,34.75799,,,
787,111.3817,34.63537,,,
788,110.73956,34.43054,,,
789,111.93372,32.69198,,,
790,112.18875,33.10153,,,
791,112.53333,33.01227,,,
792,112.38739,33.46632,,,
793,112.57008,32.95994,,,
794,111.39409,33.44882,,,
795,111.86153,33.2222,,,
796,111.41096,33.01682,,,
797,113.45206,32.86115,,,
798,112.86786,32.6321,,,
799,113.40636,32.48292,,,
800,113.02626,33.33547,,,
801,112.99369,32.97181,,,
802,113.3295,33.53099,,,
803,113.65891,33.4874,,,
804,112.43411,34.65082,,,
805,112.48601,34.38446,,,
806,111.79169,34.84205,,,
807,111.91371,34.73871,,,
808,113.01254,34.43662,,,
809,112.4982,34.83899,,,
810,113.02478,34.69338,,,
811,112.10508,34.83464,,,
812,112.73942,34.6462,,,
813,112.09223,34.47659,,,
814,112.04549,33.95783,,,
815,112.42086,34.08018,,,
816,111.47834,34.36277,,,
817,112.84095,34.14539,,,
818,113.21472,33.9844,,,
819,113.28553,33.73918,,,
820,112.7557,33.77411,,,
821,113.50745,33.26802,,,
822,113.03046,33.89581,,,
823,113.81658,34.04573,,,
824,113.95523,34.02081,,,
825,114.04134,33.56254,,,
826,114.01279,33.59709,,,
827,113.93808,33.8502,,,
828,113.54859,33.85607,,,
829,113.36385,34.20189,,,
830,113.70696,34.47402,,,
831,115.81697,33.74695,,,
832,115.34611,33.87425,,,
833,116.31484,34.00891,,,
834,115.31875,33.62377,,,
835,114.86339,33.66324,,,
836,114.87355,33.28104,,,
837,114.5623,33.52275,,,
838,114.64092,33.63777,,,
839,114.40241,33.78998,,,
840,114.32538,32.9109,,,
841,113.8931,33.14603,,,
842,114.40884,33.30477,,,
843,113.89214,33.35344,,,
844,114.03613,32.96631,,,
845,113.93329,32.73382,,,
846,114.6664,32.95855,,,
847,114.84834,32.40842,,,
848,115.32572,32.43547,,,
849,114.54791,32.53479,,,
850,114.92599,32.78743,,,
851,113.6574,34.78407,,,
852,113.31708,34.78683,,,
853,113.41172,34.50679,,,
854,115.84291,32.90854,,,
855,115.81716,32.95742,,,
856,115.20697,32.87176,,,
857,115.60832,32.6498,,,
858,116.26475,32.65991,,,
859,115.38525,33.27084,,,
860,115.65393,33.34208,,,
861,115.16873,33.3132,,,
862,116.90698,34.04855,,,
863,116.69291,33.64409,,,
864,116.96302,33.64094,,,
865,117.15191,33.68147,,,
866,117.52056,33.68514,,,
867,117.32222,33.24858,,,
868,117.8992,33.51072,,,
869,117.74379,33.12019,,,
870,118.36193,33.46086,,,
871,118.55811,32.96069,,,
872,117.85258,33.93974,,,
873,118.60932,33.6835,,,
874,118.94445,32.70086,,,
875,113.26711,31.88371,,,
876,112.40302,32.57011,,,
877,112.79272,32.02825,,,
878,116.28674,38.48424,,,
879,115.87907,38.41299,,,
880,115.49303,38.44013,,,
881,115.67061,38.50219,,,
882,116.19501,38.7452,,,
883,116.17493,38.20414,,,
884,116.3934,38.05718,,,
885,115.43805,37.52517,,,
886,115.45842,37.26095,,,
887,115.26901,37.48479,,,
888,115.62714,37.7121,,,
889,115.93818,37.81095,,,
890,115.75238,37.42554,,,
891,115.59734,37.9445,,,
892,115.30768,37.86845,,,
893,115.92032,38.03484,,,
894,115.72717,38.21335,,,
895,115.4982,38.20744,,,
896,116.85867,38.55815,,,
897,117.64506,38.96213,,,
898,117.87152,39.23027,,,
899,0.0,0.0,,,
900,0.0,0.0,,,
901,0.0,0.0,,,
902,116.98296,38.82739,,,
903,116.8599,38.30736,,,
904,116.80649,38.30049,,,
905,117.46948,38.38414,,,
906,117.79841,37.97041,,,
907,117.45188,37.82422,,,
908,117.26043,37.97291,,,
909,117.11426,38.08543,,,
910,117.59149,38.09537,,,
911,116.81113,37.99928,,,
912,117.12525,37.65178,,,
913,116.69358,37.88211,,,
914,116.31429,37.88072,,,
915,116.64536,37.3965,,,
916,116.54067,37.62066,,,
917,116.19733,37.65938,,,
918,116.76213,37.67459,,,
919,114.56174,38.16582,,,
920,114.82653,38.07303,,,
921,113.91038,38.4414,,,
922,114.64642,37.89971,,,
923,114.49333,38.05719,,,
924,114.35448,38.06752,,,
925,114.43855,38.5174,,,
926,114.15463,38.88987,,,
927,114.16178,38.48676,,,
928,114.41493,37.7992,,,
929,114.05613,37.94649,,,
930,114.85237,37.74715,,,
931,114.34844,37.45872,,,
932,114.60422,37.61704,,,
933,114.28128,37.59974,,,
934,115.01225,37.59892,,,
935,114.68963,37.50594,,,
936,114.80672,37.37745,,,
937,114.48679,37.03429,,,
938,114.20753,37.15749,,,
939,114.30302,37.30101,,,
940,115.20277,37.07396,,,
941,115.00825,37.04578,,,
942,114.75826,37.16456,,,
943,114.27005,36.93431,,,
944,114.74309,36.99302,,,
945,115.04165,37.26875,,,
946,115.00755,36.49357,,,
947,114.6175,36.74513,,,
948,115.24237,36.28959,,,
949,114.92459,36.23705,,,
950,115.39937,37.07678,,,
951,114.68162,36.40061,,,
952,114.82759,36.58023,,,
953,114.8568,36.85367,,,
954,115.0431,36.76705,,,
955,115.20067,36.79467,,,
956,114.25858,36.08873,,,
957,114.34927,36.1525,,,
958,113.85523,36.01564,,,
959,114.47024,35.89469,,,
960,114.55912,36.26076,,,
961,114.36597,36.41511,,,
962,114.07552,36.75071,,,
963,114.18707,36.4549,,,
964,0.0,0.0,,,
965,114.35843,36.60179,,,
966,115.03961,38.44301,,,
967,114.7158,38.36673,,,
968,114.9675,38.16775,,,
969,115.16607,38.64455,,,
970,114.65393,38.70766,,,
971,114.76682,38.88387,,,
972,115.35758,38.38938,,,
973,115.09885,37.96459,,,
974,115.23358,38.19201,,,
975,114.09915,35.51152,,,
976,114.49165,35.64196,,,
977,114.14374,35.64632,,,
978,113.88701,35.35407,,,
979,113.88555,35.24402,,,
980,113.66262,35.559,,,
981,113.62439,35.19228,,,
982,114.78208,35.89047,,,
983,118.48475,36.67434,,,
984,118.5383,36.33544,,,
985,118.88526,36.99783,,,
986,118.2294,37.1662,,,
987,118.11285,36.63341,,,
988,118.65014,37.14017,,,
